,kepid,kepoi_name,kepler_name,koi_disposition,koi_score (1 = planet),orbital_period (days),planet_radius(to_Earth),planet_star_dist (AU),planet_canidates,num_accecpted_koi,sun_radius (solar_radii),sun_mass (solar_mass)
1145,10904857,K00194.01,Kepler-488 b,CONFIRMED,0.802,3.120828136,14.16,8.92,1,1.0,0.996,1.07
1148,7871954,K01515.01,Kepler-303 b,CONFIRMED,0.889,1.937029968,0.87,10.175,2,1.0,0.49,0.505
1149,7871954,K01515.02,Kepler-303 c,CONFIRMED,0.991,7.06117322,1.23,29.9,2,2.0,0.49,0.505
1150,12418724,K01516.01,Kepler-873 b,CONFIRMED,1.0,20.55331441,3.19,19.19,1,1.0,1.112,1.157
1151,7456001,K01517.01,Kepler-874 b,CONFIRMED,1.0,40.0686713,3.1,53.46,1,1.0,0.992,0.924
1152,10028792,K01574.01,Kepler-87 b,CONFIRMED,1.0,114.73658,12.28,64.44,4,1.0,1.699,0.969
1153,10028792,K01574.02,Kepler-87 c,CONFIRMED,0.0,191.239133,6.47,47.5,4,2.0,1.699,0.969
1156,5299459,K01576.01,Kepler-307 b,CONFIRMED,1.0,10.41572666,3.01,22.1,3,1.0,0.987,0.947
1157,11153121,K01647.01,Kepler-313 b,CONFIRMED,0.999,14.97031664,2.53,18.53,3,1.0,1.483,1.0659999999999998
1158,11153121,K01647.02,Kepler-313 c,CONFIRMED,0.987,32.2753853,2.31,23.22,3,2.0,1.483,1.0659999999999998
1163,3967760,K01760.01,Kepler-317 b,CONFIRMED,0.677,5.52418625,2.25,13.37,2,1.0,1.004,0.865
1164,3967760,K01760.02,Kepler-317 c,CONFIRMED,0.972,8.77514782,1.91,18.68,2,2.0,1.004,0.865
1167,7549209,K01518.01,Kepler-875 b,CONFIRMED,1.0,27.5071114,2.58,16.41,1,1.0,0.88,0.977
1168,7663405,K01519.01,Kepler-876 b,CONFIRMED,1.0,5.1443645,1.55,14.77,2,1.0,0.904,0.83
1169,9765975,K01520.01,Kepler-877 b,CONFIRMED,1.0,18.45848388,2.5,25.0,1,1.0,0.948,0.8590000000000001
1170,9818462,K01521.01,Kepler-878 b,CONFIRMED,1.0,25.9421582,1.95,41.4,1,1.0,0.7959999999999999,0.8909999999999999
1172,5299459,K01576.02,Kepler-307 c,CONFIRMED,1.0,13.08424286,2.71,24.6,3,2.0,0.987,0.947
1173,9651668,K00183.01,Kepler-423 b,CONFIRMED,0.995,2.684328541,12.73,8.546,1,1.0,0.956,0.8590000000000001
1175,12506770,K01577.01,Kepler-895 b,CONFIRMED,1.0,2.806243488,1.41,13.469,1,1.0,0.581,0.595
1178,11337372,K01650.01,Kepler-920 b,CONFIRMED,1.0,6.53194024,3.09,9.14,2,1.0,0.977,0.856
1179,11337833,K01651.01,Kepler-921 b,CONFIRMED,0.994,51.3011844,2.07,74.62,1,1.0,0.929,1.014
1181,11547505,K01655.01,Kepler-922 b,CONFIRMED,1.0,0.938466959,1.58,5.6049,1,1.0,1.087,0.906
1183,11502867,K00195.01,Kepler-426 b,CONFIRMED,1.0,3.217518511,11.38,10.662,1,1.0,0.903,0.882
1184,9909735,K01779.01,Kepler-318 b,CONFIRMED,1.0,4.66271902,3.86,11.87,2,1.0,0.939,1.051
1185,9909735,K01779.02,Kepler-318 c,CONFIRMED,1.0,11.8150174,3.48,17.58,2,2.0,0.939,1.051
1186,11551692,K01781.01,Kepler-411 c,CONFIRMED,1.0,7.8344336760000015,3.47,15.79,3,1.0,0.72,0.8220000000000001
1187,11551692,K01781.02,Kepler-411 b,CONFIRMED,1.0,3.0051569110000003,2.2,6.55,3,2.0,0.72,0.8220000000000001
1188,12266636,K01522.01,Kepler-879 b,CONFIRMED,0.998,33.3856176,2.48,43.3,2,1.0,1.022,0.974
1191,7869917,K01525.01,Kepler-880 b,CONFIRMED,1.0,7.71467686,4.65,6.15,2,1.0,2.599,1.714
1192,9824805,K01526.01,Kepler-881 b,CONFIRMED,1.0,4.4444826,1.71,3.62,1,1.0,1.079,1.135
1195,7939330,K01581.02,Kepler-896 b,CONFIRMED,0.994,144.551628,3.06,35.5,2,2.0,0.8029999999999999,0.877
1197,12602568,K01583.01,Kepler-897 b,CONFIRMED,1.0,8.04727721,2.33,5.05,1,1.0,0.8490000000000001,0.942
1198,9941066,K01584.01,Kepler-898 b,CONFIRMED,0.998,5.87063416,1.44,13.88,1,1.0,0.612,0.624
1199,5972334,K00191.01,Kepler-487 b,CONFIRMED,0.998,15.358767770999998,10.89,28.47,4,1.0,0.887,0.8740000000000001
1205,7831264,K00171.02,Kepler-116 c,CONFIRMED,1.0,13.07141889,2.47,22.1,2,2.0,1.439,1.123
1211,7691260,K01528.01,Kepler-882 b,CONFIRMED,1.0,3.989544192,0.93,19.33,1,1.0,0.688,0.765
1212,9821454,K01529.01,Kepler-59 c,CONFIRMED,1.0,17.9776037,1.58,21.31,2,1.0,1.006,1.0659999999999998
1213,9821454,K01529.02,Kepler-59 b,CONFIRMED,1.0,11.8693144,1.09,13.63,2,2.0,1.006,1.0659999999999998
1214,11954842,K01530.01,Kepler-883 b,CONFIRMED,1.0,12.98494603,1.64,29.15,1,1.0,1.025,0.93
1216,5470739,K01585.01,Kepler-899 b,CONFIRMED,1.0,19.17893976,2.4,29.2,1,1.0,0.8809999999999999,0.979
1217,10022908,K01586.01,Kepler-900 b,CONFIRMED,1.0,6.99130452,1.95,17.54,1,1.0,0.7609999999999999,0.86
1219,5617854,K01588.01,Kepler-901 b,CONFIRMED,1.0,3.517494725,1.42,12.12,1,1.0,0.564,0.578
1220,4932442,K01665.01,Kepler-923 b,CONFIRMED,0.993,6.93365167,1.7,5.31,2,1.0,1.304,1.01
1222,5183357,K01669.01,Kepler-924 b,CONFIRMED,0.989,61.0373591,3.38,56.59,1,1.0,1.614,1.358
1223,5269467,K01672.01,Kepler-925 b,CONFIRMED,0.991,33.8677783,2.31,46.2,1,1.0,0.691,0.6829999999999999
1231,11764462,K01531.01,Kepler-884 b,CONFIRMED,1.0,5.69919592,1.16,18.429,1,1.0,0.932,0.986
1232,11656246,K01532.01,Kepler-885 b,CONFIRMED,0.997,18.11473813,2.49,12.67,1,1.0,1.36,1.194
1233,7808587,K01533.01,Kepler-886 b,CONFIRMED,1.0,6.24145791,1.6,15.566,1,1.0,1.259,1.026
1234,4741126,K01534.01,Kepler-887 b,CONFIRMED,1.0,20.4222447,1.78,25.36,2,1.0,1.2990000000000002,1.157
1235,5301750,K01589.01,Kepler-84 b,CONFIRMED,0.998,8.72585478,2.86,7.0,5,1.0,1.131,0.987
1236,5301750,K01589.02,Kepler-84 c,CONFIRMED,1.0,12.88291395,3.15,6.24,5,2.0,1.131,0.987
1237,5301750,K01589.03,Kepler-84 e,CONFIRMED,1.0,27.4345973,2.56,34.3,5,3.0,1.131,0.987
1238,5301750,K01589.04,Kepler-84 d,CONFIRMED,0.996,4.22453631,1.6,6.15,5,4.0,1.131,0.987
1239,5301750,K01589.05,Kepler-84 f,CONFIRMED,0.996,44.5520266,2.29,42.6,5,5.0,1.131,0.987
1240,5526717,K01677.01,Kepler-926 b,CONFIRMED,0.994,52.06900200000001,2.92,130.1,2,1.0,1.246,1.008
1245,6034945,K01683.01,Kepler-927 b,CONFIRMED,0.997,9.11500269,1.78,11.63,1,1.0,1.028,1.039
1247,8692861,K00172.01,Kepler-69 b,CONFIRMED,1.0,13.7223682,2.23,20.914,2,1.0,0.943,0.813
1249,9480310,K01470.01,Kepler-1668 b,CONFIRMED,1.0,15.43400996,4.3,21.2,1,1.0,0.951,1.065
1251,4741126,K01534.02,Kepler-887 c,CONFIRMED,0.993,7.63846084,1.12,13.63,2,2.0,1.2990000000000002,1.157
1252,11669125,K01535.01,Kepler-888 b,CONFIRMED,0.956,70.6981724,1.63,82.82,1,1.0,0.866,0.94
1253,12159249,K01536.01,Kepler-889 b,CONFIRMED,1.0,3.74443645,1.1,9.75,1,1.0,1.293,1.132
1265,6198999,K01687.01,Kepler-928 b,CONFIRMED,1.0,3.93246069,1.65,12.87,1,1.0,0.779,0.7559999999999999
1266,6310636,K01688.01,Kepler-929 b,CONFIRMED,1.0,0.921030497,1.62,2.786,1,1.0,1.615,1.115
1267,6616218,K01692.01,Kepler-314 c,CONFIRMED,1.0,5.960400011,2.85,10.35,2,1.0,0.8859999999999999,0.978
1268,7761545,K01472.01,Kepler-857 b,CONFIRMED,0.936,85.3514875,6.31,102.4237,1,1.0,0.938,0.966
1270,12365184,K01474.01,Kepler-419 b,CONFIRMED,0.985,69.72646639,11.65,152.089,1,1.0,1.731,1.398
1272,4770365,K01475.02,Kepler-1669 b,CONFIRMED,0.975,9.51220046,1.99,25.17,3,2.0,0.603,0.609
1274,10748390,K00003.01,Kepler-3 b,CONFIRMED,0.913,4.887803076,4.82,16.7084,1,1.0,0.763,0.83
1275,11804465,K00020.01,Kepler-12 b,CONFIRMED,0.7609999999999999,4.437962934,18.05,8.0702,1,1.0,1.415,1.093
1276,9663113,K00179.01,Kepler-458 c,CONFIRMED,0.999,20.74028645,4.24,14.28,2,1.0,1.2990000000000002,1.129
1280,5289854,K01593.01,Kepler-308 b,CONFIRMED,0.964,9.69501146,2.08,26.35,2,1.0,0.914,1.0
1281,5289854,K01593.02,Kepler-308 c,CONFIRMED,1.0,15.3825394,2.14,31.47,2,2.0,0.914,1.0
1283,10006581,K01595.01,Kepler-902 b,CONFIRMED,1.0,40.109781700000006,3.11,60.24,1,1.0,1.169,0.918
1285,6616218,K01692.02,Kepler-314 b,CONFIRMED,0.959,2.46106962,0.84,7.17,2,2.0,0.8859999999999999,0.978
1287,7220429,K01700.01,Kepler-931 b,CONFIRMED,1.0,8.03753796,1.54,12.7,1,1.0,0.804,0.764
1290,8692861,K00172.02,Kepler-69 c,CONFIRMED,0.693,242.467406,1.73,144.9,2,2.0,0.943,0.813
1292,12403119,K01478.01,Kepler-858 b,CONFIRMED,0.961,76.13622222,4.78,76.789,1,1.0,0.892,0.904
1299,10027323,K01596.01,Kepler-309 b,CONFIRMED,1.0,5.92365747,0.99,17.51,2,1.0,0.496,0.518
1300,10027323,K01596.02,Kepler-309 c,CONFIRMED,0.738,105.3582299,1.87,150.5,2,2.0,0.496,0.518
1301,12019440,K00186.01,Kepler-485 b,CONFIRMED,0.998,3.24325988,12.91,9.095,1,1.0,1.013,1.027
1303,10004738,K01598.01,Kepler-310 c,CONFIRMED,0.986,56.4758069,3.22,41.5,3,1.0,0.8390000000000001,0.952
1304,10004738,K01598.02,Kepler-310 d,CONFIRMED,1.0,92.8747294,2.64,44.3,3,2.0,0.8390000000000001,0.952
1305,7304449,K01702.01,Kepler-1650 b,CONFIRMED,0.999,1.538180949,1.0,4.27,1,1.0,0.274,0.26
1307,7522911,K01705.01,Kepler-1670 b,CONFIRMED,1.0,20.4998763,2.8,9.67,1,1.0,1.0759999999999998,1.13
1308,7626370,K01706.01,Kepler-932 b,CONFIRMED,1.0,1.921437488,1.77,3.52,1,1.0,0.851,0.784
1309,7703955,K01707.01,Kepler-315 b,CONFIRMED,0.998,96.109323,4.01,31.2,2,1.0,1.005,0.875
1310,7512982,K01480.01,Kepler-859 b,CONFIRMED,1.0,20.38174802,3.16,40.77,2,1.0,0.8079999999999999,0.779
1312,9597806,K01481.01,Kepler-860 b,CONFIRMED,1.0,5.101375725,2.84,15.434,1,1.0,0.954,1.001
1318,9663113,K00179.02,Kepler-458 b,CONFIRMED,0.0,572.3766320000002,5.8,136.1,2,2.0,1.2990000000000002,1.129
1321,10004738,K01598.03,Kepler-310 b,CONFIRMED,1.0,13.93068791,1.4,20.58,3,3.0,0.8390000000000001,0.952
1322,5474613,K01599.01,Kepler-1659 c,CONFIRMED,0.9,20.407484600000004,2.9,5.19,2,1.0,0.972,1.02
1324,5438757,K01601.01,Kepler-903 b,CONFIRMED,0.999,10.35078415,1.97,8.14,2,1.0,1.08,0.926
1325,5438757,K01601.02,Kepler-903 c,CONFIRMED,0.838,62.9224936,2.75,17.85,2,2.0,1.08,0.926
1327,5972334,K00191.04,Kepler-487 c,CONFIRMED,0.0,38.6520796,2.07,53.75,4,4.0,0.887,0.8740000000000001
1328,7815744,K01710.01,Kepler-933 b,CONFIRMED,0.997,14.20442616,1.9,28.56,1,1.0,0.6779999999999999,0.758
1329,7955580,K01711.01,Kepler-934 b,CONFIRMED,0.991,55.673582,2.19,111.1,1,1.0,0.8079999999999999,0.8059999999999999
1330,8230616,K01713.01,Kepler-316 c,CONFIRMED,1.0,6.82778157,1.34,21.22,2,2.0,0.574,0.5870000000000001
1332,7898352,K01486.01,Kepler-302 c,CONFIRMED,1.0,127.2824442,12.04,97.12,2,1.0,1.183,0.974
1333,11402995,K00173.01,Kepler-481 b,CONFIRMED,1.0,10.06083238,2.58,12.94,1,1.0,1.14,0.939
1334,7898352,K01486.02,Kepler-302 b,CONFIRMED,1.0,30.1837021,3.65,40.33,2,2.0,1.183,0.974
1337,7951018,K01553.01,Kepler-890 b,CONFIRMED,0.331,52.75878505,8.76,61.4,1,1.0,1.137,1.221
1341,7747425,K01952.04,Kepler-341 e,CONFIRMED,1.0,42.4729078,2.03,42.5,4,3.0,1.111,0.957
1342,9892816,K01955.01,Kepler-342 b,CONFIRMED,0.998,15.17026921,2.47,11.75,4,1.0,1.369,1.247
1343,9892816,K01955.02,Kepler-342 d,CONFIRMED,0.603,39.4576228,2.8,10.21,4,2.0,1.369,1.247
1344,9836149,K01958.01,Kepler-66 b,CONFIRMED,1.0,17.815968899999994,3.12,17.87,1,1.0,0.933,0.968
1345,4813563,K01959.01,Kepler-1026 b,CONFIRMED,1.0,36.5157639,2.55,50.7,1,1.0,0.7809999999999999,0.772
1346,2985767,K02032.01,Kepler-1063 b,CONFIRMED,1.0,14.07969236,2.08,66.8,1,1.0,1.547,1.092
1347,2304320,K02033.01,Kepler-1064 b,CONFIRMED,0.998,16.54081386,1.57,36.5,1,1.0,0.769,0.8059999999999999
1348,3657758,K02034.01,Kepler-1065 b,CONFIRMED,1.0,3.609313059,3.26,14.78,2,1.0,0.868,0.963
1349,9790806,K02035.01,Kepler-1066 b,CONFIRMED,1.0,1.93155546,2.25,5.15,1,1.0,0.858,0.957
1350,6382217,K02036.01,Kepler-353 c,CONFIRMED,0.978,8.41100305,1.8,12.94,2,1.0,0.539,0.552
1351,5375194,K01825.01,Kepler-964 b,CONFIRMED,1.0,13.52252364,2.11,25.94,1,1.0,0.816,0.875
1352,6468138,K01826.01,Kepler-965 b,CONFIRMED,0.987,134.2520474,3.43,116.123,1,1.0,1.2,0.991
1353,10019708,K00199.01,Kepler-490 b,CONFIRMED,0.999,3.268695042,16.91,7.9079,2,1.0,1.6909999999999998,1.161
1354,11875734,K01828.01,Kepler-966 b,CONFIRMED,1.0,99.7468804,3.94,69.9,1,1.0,0.974,0.797
1356,7046804,K00205.01,Kepler-492 b,CONFIRMED,0.998,11.720123999,7.94,26.83,1,1.0,0.77,0.792
1357,7449136,K01890.01,Kepler-1002 b,CONFIRMED,1.0,4.33643506,1.75,6.29,1,1.0,1.6030000000000002,1.275
1358,8680979,K01891.01,Kepler-330 c,CONFIRMED,1.0,15.95541913,2.18,29.84,2,1.0,0.805,0.7759999999999999
1359,8680979,K01891.02,Kepler-330 b,CONFIRMED,0.99,8.25980352,1.35,21.61,2,2.0,0.805,0.7759999999999999
1360,9030537,K01892.01,Kepler-1674 b,CONFIRMED,1.0,62.56138789999999,3.54,49.2,1,1.0,0.84,0.937
1361,6949061,K01960.01,Kepler-343 b,CONFIRMED,1.0,8.96847034,2.17,13.19,2,1.0,1.374,1.054
1362,7269493,K01961.01,Kepler-1027 b,CONFIRMED,1.0,1.907810683,0.91,7.22,2,1.0,0.8240000000000001,0.937
1366,11657891,K01965.01,Kepler-1028 b,CONFIRMED,1.0,2.514628496,1.27,11.65,1,1.0,0.84,0.937
1367,6305192,K00219.01,Kepler-494 b,CONFIRMED,1.0,8.025118521,7.79,10.86,1,1.0,1.369,1.073
1368,6382217,K02036.02,Kepler-353 b,CONFIRMED,1.0,5.79529495,1.05,14.16,2,2.0,0.539,0.552
1371,8950568,K02038.01,Kepler-85 b,CONFIRMED,1.0,8.30537702,1.69,15.11,4,1.0,0.873,0.87
1372,3326377,K01830.01,Kepler-967 b,CONFIRMED,1.0,13.22714056,2.22,31.53,2,1.0,0.8,0.825
1373,11601584,K01831.01,Kepler-324 c,CONFIRMED,1.0,51.8098276,2.6,61.9,4,1.0,0.826,0.8440000000000001
1374,11601584,K01831.02,Kepler-324 b,CONFIRMED,0.95,4.38536428,1.15,12.76,4,2.0,0.826,0.8440000000000001
1375,11601584,K01831.03,Kepler-324 d,CONFIRMED,0.85,34.205785079,1.1,48.562056,4,4.0,0.826,0.8440000000000001
1377,8689793,K01893.01,Kepler-1003 b,CONFIRMED,1.0,3.554856338,1.29,12.41,1,1.0,0.831,0.931
1378,11673802,K01894.01,Kepler-1004 b,CONFIRMED,1.0,5.28790754,7.1,4.32,1,1.0,3.818,1.4409999999999998
1379,4263293,K01895.01,Kepler-331 b,CONFIRMED,1.0,8.45746636,1.87,28.53,3,1.0,0.524,0.537
1380,4263293,K01895.02,Kepler-331 c,CONFIRMED,1.0,17.28116957,2.04,47.36,3,2.0,0.524,0.537
1381,4263293,K01895.03,Kepler-331 d,CONFIRMED,0.243,32.134001399999995,1.84,91.2,3,3.0,0.524,0.537
1383,6205897,K01967.01,Kepler-1029 b,CONFIRMED,1.0,4.417692516000001,1.57,4.73,1,1.0,0.664,0.723
1386,9650808,K01970.01,Kepler-344 b,CONFIRMED,1.0,21.96401646,2.57,55.1,2,1.0,0.958,0.937
1387,9650808,K01970.02,Kepler-344 c,CONFIRMED,0.899,125.602323,2.89,138.52,2,2.0,0.958,0.937
1388,8950568,K02038.02,Kepler-85 c,CONFIRMED,1.0,12.51353325,1.88,18.4,4,2.0,0.873,0.87
1389,8950568,K02038.03,Kepler-85 d,CONFIRMED,0.889,17.9134215,1.39,18.24,4,4.0,0.873,0.87
1390,8950568,K02038.04,Kepler-85 e,CONFIRMED,0.998,25.2149143,1.19,27.3,4,3.0,0.873,0.87
1393,11709244,K01832.01,Kepler-325 b,CONFIRMED,1.0,4.544436472,3.0,13.9,3,1.0,0.937,0.919
1394,11709244,K01832.02,Kepler-325 c,CONFIRMED,0.974,12.76220558,3.18,18.29,3,2.0,0.937,0.919
1395,11709244,K01832.03,Kepler-325 d,CONFIRMED,0.999,38.7149617,2.62,65.2,3,3.0,0.937,0.919
1397,11853878,K01833.01,Kepler-968 b,CONFIRMED,1.0,3.69298623,1.74,10.77,3,1.0,0.5720000000000001,0.575
1398,5728139,K00206.01,Kepler-433 b,CONFIRMED,1.0,5.334082429,13.08,6.9812,1,1.0,1.905,1.3730000000000002
1399,7668663,K01898.01,Kepler-1005 b,CONFIRMED,1.0,6.4980147000000015,1.87,8.8,1,1.0,1.104,0.946
1400,7047922,K01899.01,Kepler-1006 b,CONFIRMED,0.975,19.76169247,2.81,16.87,2,1.0,1.175,1.064
1401,9353314,K01900.01,Kepler-1007 b,CONFIRMED,1.0,5.18498961,1.15,18.865,1,1.0,0.56,0.547
1403,9347009,K01971.01,Kepler-1030 b,CONFIRMED,1.0,19.32945602,2.26,39.98,1,1.0,0.763,0.875
1405,4917596,K01973.01,Kepler-1032 b,CONFIRMED,1.0,3.290114076,1.49,16.65,1,1.0,0.594,0.58
1407,11046458,K00214.01,Kepler-424 b,CONFIRMED,1.0,3.311864148,9.06,10.942,1,1.0,0.937,1.012
1409,7132798,K00220.01,Kepler-119 b,CONFIRMED,1.0,2.422084188,3.55,7.5197,2,1.0,0.83,0.928
1411,9656252,K02044.01,Kepler-1068 b,CONFIRMED,1.0,16.92342126,3.4,27.61,1,1.0,0.99,1.044
1412,6026438,K02045.01,Kepler-354 b,CONFIRMED,1.0,5.47665801,2.01,10.82,3,1.0,0.706,0.7040000000000001
1413,9471268,K01835.01,Kepler-326 c,CONFIRMED,1.0,4.5803461610000005,1.38,15.71,3,2.0,0.789,0.82
1414,9471268,K01835.02,Kepler-326 b,CONFIRMED,1.0,2.248288213,1.25,8.578,3,1.0,0.789,0.82
1415,9471268,K01835.03,Kepler-326 d,CONFIRMED,1.0,6.76690759,1.31,23.7,3,3.0,0.789,0.82
1416,10657406,K01837.01,Kepler-969 b,CONFIRMED,1.0,34.1732156,2.37,34.2,2,1.0,0.8340000000000001,0.948
1417,5526527,K01838.01,Kepler-970 b,CONFIRMED,1.0,16.7364755,2.73,30.8,1,1.0,0.653,0.6459999999999999
1419,8766650,K01904.01,Kepler-1008 b,CONFIRMED,0.984,12.43929428,1.3,23.03,1,1.0,0.773,0.742
1420,10328393,K01905.01,Kepler-332 b,CONFIRMED,1.0,7.62635494,1.21,23.81,3,1.0,0.721,0.774
1422,7094486,K01907.01,Kepler-1009 b,CONFIRMED,1.0,11.35010642,1.75,39.21,1,1.0,0.514,0.522
1424,8543100,K01975.01,Kepler-1033 b,CONFIRMED,0.998,7.56052209,2.4,15.332,1,1.0,0.94,1.026
1425,2693736,K01976.01,Kepler-1034 b,CONFIRMED,1.0,12.12401737,2.37,28.683000000000003,1,1.0,0.87,0.813
1426,9412760,K01977.01,Kepler-345 c,CONFIRMED,1.0,9.38740646,1.69,17.44,2,1.0,0.6459999999999999,0.71
1427,9412760,K01977.02,Kepler-345 b,CONFIRMED,1.0,7.41556471,0.79,26.2,2,2.0,0.6459999999999999,0.71
1428,6026438,K02045.02,Kepler-354 d,CONFIRMED,0.4,24.2101973,1.5,41.8,3,2.0,0.706,0.7040000000000001
1429,10663396,K02046.01,Kepler-1069 b,CONFIRMED,1.0,23.8990075,3.26,11.503,1,1.0,1.93,1.115
1430,11457726,K02047.01,Kepler-1070 b,CONFIRMED,1.0,6.22161107,1.59,7.98,1,1.0,1.097,1.148
1431,8956206,K02048.01,Kepler-1071 b,CONFIRMED,1.0,6.17998508,2.12,22.6,2,1.0,0.7909999999999999,0.8109999999999999
1432,9649706,K02049.01,Kepler-1072 b,CONFIRMED,1.0,1.569066598,1.68,4.379,1,1.0,1.395,1.054
1433,5856571,K01839.01,Kepler-971 b,CONFIRMED,1.0,9.59068586,3.93,20.31,2,1.0,1.673,0.8190000000000001
1434,7765528,K01840.01,Kepler-972 b,CONFIRMED,1.0,7.03932913,4.67,6.14,2,1.0,1.24,1.064
1435,11760231,K01841.01,Kepler-973 b,CONFIRMED,0.978,49.6075771,2.12,87.7,1,1.0,0.774,0.858
1437,6046540,K00200.01,Kepler-74 b,CONFIRMED,0.998,7.340714946,14.31,17.37,1,1.0,1.4980000000000002,1.268
1438,5706966,K01908.01,Kepler-333 b,CONFIRMED,1.0,12.55111099,1.34,26.94,2,1.0,0.598,0.609
1439,3762468,K00208.01,Kepler-493 b,CONFIRMED,1.0,3.003879547,10.96,7.24,1,1.0,1.172,1.253
1440,5706966,K01908.02,Kepler-333 c,CONFIRMED,1.0,24.0884178,1.16,44.0,2,2.0,0.598,0.609
1441,10130039,K01909.01,Kepler-334 c,CONFIRMED,0.999,12.75800092,1.49,23.597,3,1.0,1.095,0.957
1442,10130039,K01909.02,Kepler-334 b,CONFIRMED,1.0,5.47033376,1.15,13.396,3,2.0,1.095,0.957
1443,9518318,K01978.01,Kepler-346 b,CONFIRMED,1.0,6.51112385,3.09,15.57,2,1.0,1.001,1.065
1444,9518318,K01978.02,Kepler-346 c,CONFIRMED,1.0,23.85163321,3.37,40.0,2,2.0,1.001,1.065
1445,7273277,K01979.01,Kepler-1035 b,CONFIRMED,0.998,2.714078374,1.38,8.31,1,1.0,0.992,1.038
1446,11769890,K01980.01,Kepler-1036 b,CONFIRMED,1.0,122.8799543,2.7,65.4,1,1.0,0.861,0.875
1448,12301181,K02059.01,Kepler-1076 b,CONFIRMED,0.994,6.14728341,0.79,16.86,2,1.0,0.746,0.8059999999999999
1450,6774880,K02062.01,Kepler-1077 b,CONFIRMED,1.0,34.3511339,2.75,31.2,1,1.0,0.967,1.045
1451,3937519,K00221.01,Kepler-495 b,CONFIRMED,1.0,3.4130363530000003,6.62,10.5406,2,1.0,1.087,0.888
1452,7449541,K02063.01,Kepler-1078 b,CONFIRMED,1.0,3.00725068,1.56,2.67,1,1.0,0.7809999999999999,0.873
1453,5080636,K01843.01,Kepler-974 b,CONFIRMED,1.0,4.194496867,1.57,10.07,2,1.0,0.522,0.555
1455,3338885,K01845.01,Kepler-975 b,CONFIRMED,1.0,1.970340203,3.97,4.74,2,1.0,1.6669999999999998,0.951
1457,6776401,K01847.01,Kepler-977 b,CONFIRMED,1.0,26.85323647,2.65,47.326,1,1.0,0.8690000000000001,0.7859999999999999
1458,10130039,K01909.03,Kepler-334 d,CONFIRMED,0.987,25.0985083,1.59,41.7,3,3.0,1.095,0.957
1459,8226050,K01910.01,Kepler-1010 b,CONFIRMED,0.995,34.2685741,2.44,41.8,2,1.0,0.872,0.815
1460,9965957,K01911.01,Kepler-1011 b,CONFIRMED,1.0,5.75321539,3.14,11.38,1,1.0,0.929,1.017
1461,9704384,K01913.01,Kepler-1012 b,CONFIRMED,1.0,5.50860699,1.49,7.0,1,1.0,0.883,0.877
1462,8426567,K01914.01,Kepler-1013 b,CONFIRMED,1.0,18.93055119,4.41,36.1,1,1.0,1.643,0.955
1464,10094670,K01984.01,Kepler-1677 b,CONFIRMED,0.991,22.064020000000006,2.67,16.5,1,1.0,1.09,1.1740000000000002
1466,8257205,K01986.01,Kepler-1038 b,CONFIRMED,0.993,148.4601819,3.61,135.1,2,1.0,0.821,0.868
1467,9044228,K01988.01,Kepler-1039 b,CONFIRMED,1.0,0.934885365,3.21,3.68,1,1.0,1.795,0.953
1468,7265298,K02051.01,Kepler-355 c,CONFIRMED,0.862,25.762684600000004,2.66,27.62,2,1.0,1.069,1.002
1469,7265298,K02051.02,Kepler-355 b,CONFIRMED,0.995,11.0317836,1.45,16.47,2,2.0,1.069,1.002
1470,7132798,K00220.02,Kepler-119 c,CONFIRMED,1.0,4.12511935,0.88,10.72,2,2.0,0.83,0.928
1472,2307415,K02053.01,Kepler-356 c,CONFIRMED,0.978,13.12162167,1.99,17.08,2,2.0,1.277,1.094
1473,7430034,K01848.01,Kepler-978 b,CONFIRMED,0.999,49.6220669,3.33,21.7,1,1.0,1.1840000000000002,1.097
1474,9735426,K01849.01,Kepler-979 b,CONFIRMED,1.0,8.08801663,2.94,24.1,1,1.0,0.8740000000000001,0.87
1475,8826168,K01850.01,Kepler-980 b,CONFIRMED,1.0,11.55103848,2.17,23.43,1,1.0,1.058,1.014
1476,10464050,K01851.01,Kepler-981 b,CONFIRMED,1.0,4.469754641000001,2.26,16.87,1,1.0,0.934,1.021
1477,9763348,K01852.01,Kepler-982 b,CONFIRMED,1.0,15.77382794,2.72,24.7,1,1.0,1.531,1.15
1478,9101496,K01915.01,Kepler-335 b,CONFIRMED,1.0,6.56226483,3.07,9.85,2,1.0,1.812,1.212
1479,6037581,K01916.01,Kepler-336 d,CONFIRMED,1.0,20.67876365,2.42,26.2,3,2.0,1.272,1.088
1480,10723750,K00209.01,Kepler-117 c,CONFIRMED,0.993,50.79034648,10.6,38.189,2,1.0,1.406,1.102
1481,6037581,K01916.02,Kepler-336 c,CONFIRMED,1.0,9.59993246,2.08,17.2,3,1.0,1.272,1.088
1482,6037581,K01916.03,Kepler-336 b,CONFIRMED,0.933,2.0248205,1.01,5.954,3,3.0,1.272,1.088
1483,10779233,K01989.01,Kepler-1040 b,CONFIRMED,0.861,201.118319,2.28,152.01,1,1.0,0.954,0.929
1484,11614617,K01990.01,Kepler-1041 b,CONFIRMED,1.0,24.7577652,2.44,13.4,1,1.0,0.966,1.043
1485,11450414,K01992.01,Kepler-347 b,CONFIRMED,1.0,12.7983174,2.88,10.75,3,1.0,1.4509999999999998,1.0
